threshold,persistence,accuracy,balanced_accuracy,macro_f1,weighted_f1,endpoint_macro_f1_reference,retention_vs_endpoint,mean_stop_percent,median_stop_percent,p25_stop_percent,p75_stop_percent,fraction_stopped_by_50,fraction_stopped_by_75,fraction_stopped_before_100,fraction_threshold_satisfied,minimum_class_recall,recall_class_1,recall_class_2,recall_class_3,recall_class_4,meets_retention_constraint,meets_class_recall_constraint,eligible
0.675,3,0.9233333333333333,0.7751820647713349,0.7889248250694346,0.9198193211166656,0.9127386927950664,0.86434905334573,25.152380952380952,20.0,20.0,20.0,0.9366666666666666,0.9871428571428571,0.9966666666666667,0.9976190476190476,0.48672566371681414,0.9741935483870968,0.898876404494382,0.48672566371681414,0.7409326424870466,False,False,False
0.7,3,0.9261904761904762,0.7813420630179089,0.7957554997396652,0.9228841862814778,0.9127386927950664,0.8718327666189265,25.833333333333332,20.0,20.0,20.0,0.9242857142857143,0.9823809523809524,0.9947619047619047,0.9961904761904762,0.504424778761062,0.9759530791788856,0.898876404494382,0.504424778761062,0.7461139896373057,False,False,False
0.725,3,0.929047619047619,0.7921856947316482,0.8067838662872524,0.9264754690994489,0.9127386927950664,0.8839154871550914,26.473809523809525,20.0,20.0,20.0,0.9128571428571428,0.9795238095238096,0.9942857142857143,0.9957142857142857,0.5486725663716814,0.9759530791788856,0.8876404494382022,0.5486725663716814,0.7564766839378239,False,False,False
0.75,3,0.93,0.7966104734927102,0.8108148766292744,0.9276571458540944,0.9127386927950664,0.8883318774909474,27.22142857142857,20.0,20.0,20.0,0.8995238095238095,0.9757142857142858,0.991904761904762,0.9942857142857143,0.5663716814159292,0.9759530791788856,0.8876404494382022,0.5663716814159292,0.7564766839378239,False,False,False
0.775,3,0.9323809523809524,0.8017067915803355,0.818040205641606,0.9300969986175655,0.9127386927950664,0.8962479755695832,27.952380952380953,20.0,20.0,20.0,0.8857142857142857,0.9714285714285714,0.9909523809523809,0.9928571428571429,0.5752212389380531,0.9771260997067449,0.8876404494382022,0.5752212389380531,0.7668393782383419,False,False,False
0.8,3,0.9333333333333333,0.8064520235508498,0.8224234508781678,0.9314758161770961,0.9127386927950664,0.9010502758020179,28.776190476190475,20.0,20.0,20.0,0.8723809523809524,0.9647619047619047,0.9885714285714285,0.9904761904761905,0.6106194690265486,0.9771260997067449,0.8764044943820225,0.6106194690265486,0.7616580310880829,False,False,False
0.825,3,0.9361904761904762,0.8146777836119723,0.8299022292098931,0.9345956849499715,0.9127386927950664,0.9092440539235777,29.738095238095237,20.0,20.0,25.0,0.8566666666666667,0.9561904761904761,0.9857142857142858,0.9880952380952381,0.6371681415929203,0.9782991202346041,0.8764044943820225,0.6371681415929203,0.7668393782383419,False,False,False
0.85,3,0.9395238095238095,0.8206639562150764,0.839479227203042,0.9377826947767071,0.9127386927950664,0.9197366495248679,30.642857142857142,20.0,20.0,35.0,0.84,0.95,0.9847619047619047,0.9876190476190476,0.6371681415929203,0.9806451612903225,0.8876404494382022,0.6371681415929203,0.7772020725388601,False,False,False
0.875,3,0.9423809523809524,0.8342144386723239,0.8494696530031152,0.9408737017631578,0.9127386927950664,0.9306821982114034,31.585714285714285,20.0,20.0,40.0,0.8204761904761905,0.9438095238095238,0.981904761904762,0.9857142857142858,0.6637168141592921,0.9806451612903225,0.9101123595505618,0.6637168141592921,0.7823834196891192,False,False,False
0.9,3,0.9471428571428572,0.8500522504531518,0.8623750681345252,0.9460071677521359,0.9127386927950664,0.9448214203494394,33.07142857142857,20.0,20.0,45.0,0.7923809523809524,0.93,0.9733333333333334,0.9785714285714285,0.6991150442477876,0.9818181818181818,0.9213483146067416,0.6991150442477876,0.7979274611398963,False,False,False
0.925,3,0.9514285714285714,0.8660638878774496,0.8777709025370168,0.9506933495895739,0.9127386927950664,0.9616891553583993,34.67619047619048,20.0,20.0,50.0,0.7690476190476191,0.9119047619047619,0.9623809523809523,0.9704761904761905,0.7522123893805309,0.9824046920821115,0.9213483146067416,0.7522123893805309,0.8082901554404145,False,True,False
0.95,3,0.9571428571428572,0.8842607166047909,0.8912939376129825,0.9567047236883202,0.9127386927950664,0.9765050442680216,37.12619047619047,20.0,20.0,55.0,0.7271428571428571,0.8847619047619047,0.9485714285714286,0.9576190476190476,0.7964601769911505,0.9841642228739003,0.9325842696629213,0.7964601769911505,0.8238341968911918,True,True,True
0.975,3,0.9576190476190476,0.8854131933445757,0.8921494701233432,0.9570866800617613,0.9127386927950664,0.9774423689559242,40.55952380952381,20.0,20.0,60.0,0.679047619047619,0.849047619047619,0.9242857142857143,0.9338095238095238,0.8031088082901554,0.9853372434017595,0.9213483146067416,0.831858407079646,0.8031088082901554,True,True,True
