scenario,severity,repeat,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_f1_change_vs_clean,seconds
linear_sensor_drift,0.05,12,122120,0.9533333333333334,0.9024306068368775,0.8940366207474517,0.9540059963136119,-0.0031062423694609986,0.20231136500001412
linear_sensor_drift,0.05,13,132120,0.9544444444444444,0.9068791247579426,0.896963449952571,0.9551690365779215,-0.00017941316434166854,0.20565261499996268
linear_sensor_drift,0.05,14,142120,0.9555555555555556,0.905167861693443,0.8961540704159783,0.9561295757226789,-0.0009887927009344377,0.20173579300012534
linear_sensor_drift,0.05,15,152120,0.9511111111111111,0.8936262626374848,0.8848941971566718,0.9517823770477236,-0.012248665960240879,0.209423384000047
linear_sensor_drift,0.05,16,162120,0.9511111111111111,0.8922265252042244,0.8854552493274104,0.9517827581852014,-0.011687613789502338,0.2042996640000183
linear_sensor_drift,0.05,17,172120,0.9555555555555556,0.9126346884695306,0.8964371980676328,0.956512153975922,-0.0007056650492799355,0.20308122000005824
linear_sensor_drift,0.05,18,182120,0.9577777777777777,0.918078726549879,0.9055599094392197,0.9587363675064825,0.008417046322306998,0.21126138299996455
linear_sensor_drift,0.05,19,192120,0.9533333333333334,0.8997238236130946,0.8925206639422633,0.9539382177320327,-0.004622199174649455,0.2100289369998336
linear_sensor_drift,0.1,0,2170,0.9488888888888889,0.88136892067631,0.8797142502806119,0.949366418605549,-0.017428612836300816,0.21126729100001285
linear_sensor_drift,0.1,1,12170,0.9466666666666667,0.8883216136859257,0.8781769116424152,0.9472258817635503,-0.018965951474497533,0.20987739299994246
linear_sensor_drift,0.1,2,22170,0.9488888888888889,0.9004090948855286,0.8864964265417986,0.949892114356482,-0.010646436575114104,0.20745635800017226
linear_sensor_drift,0.1,3,32170,0.9533333333333334,0.8984939469414059,0.8894816560416391,0.9539014108668926,-0.007661207075273624,0.21043174999999792
linear_sensor_drift,0.1,4,42170,0.9477777777777778,0.8768432336364106,0.8755203171719015,0.9482180056650016,-0.02162254594501123,0.2131424680001146
linear_sensor_drift,0.1,5,52170,0.9455555555555556,0.8639323687799746,0.868128905592922,0.9458716937214537,-0.02901395752399072,0.2264317320000373
linear_sensor_drift,0.1,6,62170,0.9433333333333334,0.8769521511324175,0.8687314130971604,0.9440578165275781,-0.028411450019752316,0.208186496000053
linear_sensor_drift,0.1,7,72170,0.9455555555555556,0.8674625356605907,0.8663380596999091,0.9457372313715114,-0.030804803417003646,0.20508958300001723
linear_sensor_drift,0.1,8,82170,0.95,0.8945141420451513,0.8797186932849365,0.9510015325670497,-0.017424169831976255,0.2025096190000113
linear_sensor_drift,0.1,9,92170,0.9511111111111111,0.8820529152043537,0.8747755944460237,0.9515484893460737,-0.022367268670889007,0.20375170299985257
linear_sensor_drift,0.1,10,102170,0.9511111111111111,0.8847596984281368,0.8820488367581866,0.951351917018323,-0.015094026358726143,0.20662423899989335
linear_sensor_drift,0.1,11,112170,0.9566666666666667,0.9019796920768486,0.89745977508796,0.9572162638772496,0.00031691197104732893,0.20844936399998915
linear_sensor_drift,0.1,12,122170,0.9433333333333334,0.8680084178042354,0.8618873524940274,0.944070979833812,-0.035255510622885344,0.20445912700006375
linear_sensor_drift,0.1,13,132170,0.9533333333333334,0.8922569968370069,0.8873964717768633,0.953671402429699,-0.009746391340049398,0.19986241099991275
linear_sensor_drift,0.1,14,142170,0.9477777777777778,0.8769204027552449,0.8799746248984033,0.9480421742951128,-0.017168238218509435,0.2013029390000156
linear_sensor_drift,0.1,15,152170,0.9466666666666667,0.8910283969097087,0.8823191370154098,0.9474925132180178,-0.014823726101502954,0.2079698739999003
linear_sensor_drift,0.1,16,162170,0.9522222222222222,0.880341652139854,0.8795482540781442,0.952232981613946,-0.017594609038768527,0.20843287999991844
linear_sensor_drift,0.1,17,172170,0.9477777777777778,0.8789736630837665,0.8747816904001176,0.9483413510159129,-0.022361172716795163,0.21047636399998737
linear_sensor_drift,0.1,18,182170,0.9533333333333334,0.9059607737174936,0.8938001967593628,0.9541816022122708,-0.0033426663575498727,0.20919198100000358
linear_sensor_drift,0.1,19,192170,0.9488888888888889,0.8854754413333533,0.8808099690618487,0.9494744375182971,-0.016332894055063996,0.2057715210000879
linear_sensor_drift,0.2,0,2270,0.9311111111111111,0.8335557571388109,0.8331872140223232,0.9318523101076347,-0.0639556490945895,0.20766558499985877
linear_sensor_drift,0.2,1,12270,0.93,0.8206626905471566,0.8266357638234442,0.9309981037887409,-0.07050709929346854,0.2104876860000786
linear_sensor_drift,0.2,2,22270,0.9244444444444444,0.8308502506594184,0.8287324086311039,0.925515623004039,-0.06841045448580885,0.2071516400001201
linear_sensor_drift,0.2,3,32270,0.9344444444444444,0.8345045798120425,0.8420294564667512,0.9347953196121893,-0.05511340665016151,0.20343047400001524
linear_sensor_drift,0.2,4,42270,0.9277777777777778,0.8696272669739,0.8426202626261774,0.929620647392224,-0.05452260049073532,0.2067212039999049
linear_sensor_drift,0.2,5,52270,0.9377777777777778,0.8498878713798562,0.846820253445976,0.9384065436490291,-0.05032260967093671,0.20744123500003298
linear_sensor_drift,0.2,6,62270,0.9366666666666666,0.8560298541006395,0.8601407890342774,0.9370241107348445,-0.03700207408263534,0.20056168499991145
linear_sensor_drift,0.2,7,72270,0.92,0.8285817088276635,0.8132820812365684,0.9224482980619976,-0.08386078188034429,0.20330843299984735
linear_sensor_drift,0.2,8,82270,0.9311111111111111,0.8546491916765512,0.8463529544049024,0.9322772311863221,-0.05078990871201028,0.20563281899990216
linear_sensor_drift,0.2,9,92270,0.9266666666666666,0.8376013345302894,0.8279101388670651,0.9279664105058512,-0.06923272424984761,0.20028041000000485
linear_sensor_drift,0.2,10,102270,0.9277777777777778,0.8265398451227521,0.8219551838458007,0.9282269817471634,-0.07518767927111203,0.20793135400003848
linear_sensor_drift,0.2,11,112270,0.9377777777777778,0.8532481774989006,0.8510988017526366,0.938924877443581,-0.04604406136427608,0.21670094199998857
linear_sensor_drift,0.2,12,122270,0.9344444444444444,0.8715093897964594,0.8496149400878328,0.9362151536435932,-0.04752792302907993,0.20500181900001735
linear_sensor_drift,0.2,13,132270,0.9266666666666666,0.8377711952918612,0.8276548990667465,0.9279524450096823,-0.06948796405016622,0.212221978000116
linear_sensor_drift,0.2,14,142270,0.93,0.8424868170989922,0.8376063868055686,0.9314699745835404,-0.059536476311344066,0.20922990000008213
linear_sensor_drift,0.2,15,152270,0.9333333333333333,0.869114132203916,0.8544948627533359,0.9350239257849813,-0.042648000363576855,0.2135507499999676
linear_sensor_drift,0.2,16,162270,0.9255555555555556,0.838906104579934,0.8190696201828306,0.9267641061339226,-0.07807324293408213,0.2072652320000543
linear_sensor_drift,0.2,17,172270,0.9166666666666666,0.7964585332595586,0.7973543091276777,0.9173224043919891,-0.09978855398923503,0.2071172099999785
linear_sensor_drift,0.2,18,182270,0.9388888888888889,0.8634344608667719,0.8552199729652281,0.9393906628002862,-0.0419228901516846,0.2073973679998744
linear_sensor_drift,0.2,19,192270,0.9422222222222222,0.8595460708688646,0.8616130172328484,0.9424773902703757,-0.03552984588406427,0.20487748499999725
