scenario,severity,repeat,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_f1_change_vs_clean,seconds
relative_gaussian_noise,0.1,7,72593,0.1511111111111111,0.49369346508642564,0.2368185644088777,0.14529000025597788,-0.660324298708035,0.2446742079998785
relative_gaussian_noise,0.1,8,82593,0.14,0.4836300493269523,0.20781508189667655,0.12394698558355549,-0.6893277812202362,0.2519452179999462
relative_gaussian_noise,0.1,9,92593,0.15333333333333332,0.49437745961446944,0.23112092965376735,0.14801245718555905,-0.6660219334631454,0.2515274729998964
relative_gaussian_noise,0.1,10,102593,0.14888888888888888,0.4890728106629104,0.21688530945882337,0.13963564527194777,-0.6802575536580894,0.2446671539998988
relative_gaussian_noise,0.1,11,112593,0.15888888888888889,0.5093847298002104,0.23430487148255844,0.1536097500195858,-0.6628379916343543,0.24619525299999623
relative_gaussian_noise,0.1,12,122593,0.13444444444444445,0.48044315645474833,0.19701317001963556,0.11271297213323075,-0.7001296930972771,0.2619376380000631
relative_gaussian_noise,0.1,13,132593,0.14666666666666667,0.48338174270215595,0.2251785218391717,0.13854315159369313,-0.671964341277741,0.24236838299998453
relative_gaussian_noise,0.1,14,142593,0.15222222222222223,0.5010957961116799,0.21752443480391115,0.14164445503978984,-0.6796184283130016,0.240577323000025
relative_gaussian_noise,0.1,15,152593,0.15222222222222223,0.4983890128878969,0.21472443906693203,0.14184138077345035,-0.6824184240499807,0.2513531920001242
relative_gaussian_noise,0.1,16,162593,0.14888888888888888,0.4917795938866934,0.22216604886067254,0.13984447434040254,-0.6749768142562402,0.2477281240001048
relative_gaussian_noise,0.1,17,172593,0.1511111111111111,0.49722363196704183,0.22215058873554738,0.14171847831297926,-0.6749922743813653,0.24591564900015328
relative_gaussian_noise,0.1,18,182593,0.14666666666666667,0.49314885968717126,0.22227590341185338,0.13490958208257686,-0.6748669597050594,0.24369751899985204
relative_gaussian_noise,0.1,19,192593,0.14666666666666667,0.49938580979157043,0.22068827481407474,0.13290915715265944,-0.676454588302838,0.24966762100007145
random_missing_timestamps,0.05,0,2780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2827532290000363
random_missing_timestamps,0.05,1,12780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2738414250000005
random_missing_timestamps,0.05,2,22780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2765266950000296
random_missing_timestamps,0.05,3,32780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27355487499994524
random_missing_timestamps,0.05,4,42780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27808616499987693
random_missing_timestamps,0.05,5,52780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2781569649998801
random_missing_timestamps,0.05,6,62780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2742775019999044
random_missing_timestamps,0.05,7,72780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2770845720001489
random_missing_timestamps,0.05,8,82780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27413592099992456
random_missing_timestamps,0.05,9,92780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27889054799993573
random_missing_timestamps,0.05,10,102780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27454895999994733
random_missing_timestamps,0.05,11,112780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2838986179999665
random_missing_timestamps,0.05,12,122780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27269972100020823
random_missing_timestamps,0.05,13,132780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27385392199994385
random_missing_timestamps,0.05,14,142780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2746253930001785
random_missing_timestamps,0.05,15,152780,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.27691451100008635
